,mod_date,pub_date,cvss,cwe_code,cwe_name,
CVE-2019-5494,13/05/2019 13:42,10/05/2019 19:29,5,200, Information Exposure,
CVE-2019-3398,13/05/2019 13:42,18/04/2019 18:29,9,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2019-7652,13/05/2019 13:40,9/05/2019 21:29,4,918, Server-Side Request Forgery (SSRF),
CVE-2019-5496,13/05/2019 13:32,10/05/2019 20:29,5,200, Information Exposure,
CVE-2018-16210,13/05/2019 13:29,12/10/2018 22:15,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2017-12789,13/05/2019 13:26,10/05/2019 15:29,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2017-12759,13/05/2019 12:30,9/05/2019 18:29,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2019-6616,13/05/2019 12:29,3/05/2019 20:29,6.5,284, Improper Access Control,
CVE-2019-11059,13/05/2019 12:20,10/05/2019 20:29,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-9813,13/05/2019 10:29,26/04/2019 17:29,6.8,704, Incorrect Type Conversion or Cast,
CVE-2019-9810,13/05/2019 10:29,26/04/2019 17:29,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-9795,13/05/2019 10:29,26/04/2019 17:29,7.5,704, Incorrect Type Conversion or Cast,
CVE-2019-9793,13/05/2019 10:29,26/04/2019 17:29,4.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-9791,13/05/2019 10:29,26/04/2019 17:29,7.5,20, Improper Input Validation,
CVE-2019-9790,13/05/2019 10:29,26/04/2019 17:29,7.5,416, Use After Free,
CVE-2019-9788,13/05/2019 10:29,26/04/2019 17:29,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-6614,13/05/2019 10:29,3/05/2019 20:29,5.5,264, Permissions Privileges and Access Controls,
CVE-2019-6612,13/05/2019 10:29,3/05/2019 18:29,5,20, Improper Input Validation,
CVE-2019-10063,13/05/2019 10:29,26/03/2019 14:29,6.8,20, Improper Input Validation,
CVE-2018-18506,13/05/2019 10:29,5/02/2019 21:29,4.3,254, 7PK - Security Features,
CVE-2019-11366,12/05/2019 23:29,20/04/2019 13:29,4.3,476, NULL Pointer Dereference,
CVE-2019-11365,12/05/2019 23:29,20/04/2019 13:29,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2018-19865,10/05/2019 20:47,5/12/2018 11:29,5,532, Inclusion of Sensitive Information in Log Files,
CVE-2019-10876,10/05/2019 20:30,5/04/2019 5:29,4,254, 7PK - Security Features,
CVE-2018-1000026,10/05/2019 20:14,9/02/2018 23:29,6.8,20, Improper Input Validation,
CVE-2017-11793,10/05/2019 20:10,13/10/2017 13:29,7.6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2017-8682,10/05/2019 19:58,13/09/2017 1:29,9.3,20, Improper Input Validation,
CVE-2017-8680,10/05/2019 19:43,13/09/2017 1:29,2.1,200, Information Exposure,
CVE-2017-11501,10/05/2019 19:41,20/07/2017 23:29,4.3,295, Improper Certificate Validation,
CVE-2017-11764,10/05/2019 19:39,13/09/2017 1:29,7.6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-7442,10/05/2019 19:29,8/05/2019 21:29,7.5,611, Improper Restriction of XML External Entity Reference,
CVE-2018-14042,10/05/2019 19:29,13/07/2018 14:29,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2018-14040,10/05/2019 19:29,13/07/2018 14:29,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2017-8751,10/05/2019 19:29,13/09/2017 1:29,7.6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2017-7064,10/05/2019 19:19,20/07/2017 16:29,4.3,20, Improper Input Validation,
CVE-2017-12795,10/05/2019 19:16,10/05/2019 15:29,7.5,20, Improper Input Validation,
CVE-2017-12884,10/05/2019 19:07,10/05/2019 16:29,5,200, Information Exposure,
CVE-2017-12869,10/05/2019 19:00,1/09/2017 13:29,5,20, Improper Input Validation,
CVE-2017-17932,10/05/2019 18:55,28/12/2017 6:29,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-11222,10/05/2019 18:36,15/04/2019 12:31,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2018-20485,10/05/2019 18:29,26/12/2018 18:29,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2018-20484,10/05/2019 18:29,26/12/2018 18:29,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-11221,10/05/2019 18:19,15/04/2019 12:31,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2017-11810,10/05/2019 18:07,13/10/2017 13:29,7.6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2017-14322,10/05/2019 17:49,18/10/2017 18:29,10,287, Improper Authentication,
CVE-2019-11082,10/05/2019 17:43,10/05/2019 16:29,6.4,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2017-12760,10/05/2019 17:31,9/05/2019 18:29,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2019-9505,10/05/2019 17:29,8/05/2019 15:30,10,20, Improper Input Validation,
CVE-2018-5409,10/05/2019 17:29,8/05/2019 15:30,10,346, Origin Validation Error,
CVE-2018-5408,10/05/2019 17:29,8/05/2019 15:30,5.8,295, Improper Certificate Validation,
CVE-2017-1274,10/05/2019 17:29,25/04/2017 18:59,6.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-6256,10/05/2019 17:21,14/01/2019 8:29,7.5,20, Improper Input Validation,
CVE-2017-12885,10/05/2019 17:13,10/05/2019 15:29,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-11415,10/05/2019 17:08,22/04/2019 11:29,7.8,20, Improper Input Validation,
CVE-2017-7011,10/05/2019 17:02,20/07/2017 16:29,4.3,20, Improper Input Validation,
CVE-2019-11378,10/05/2019 16:56,20/04/2019 15:29,6.5,434, Unrestricted Upload of File with Dangerous Type,
CVE-2015-5739,10/05/2019 16:45,18/10/2017 20:29,7.5,444, Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),
CVE-2015-4643,10/05/2019 16:42,16/05/2016 10:59,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2018-19790,10/05/2019 16:29,18/12/2018 22:29,5.8,601, URL Redirection to Untrusted Site ('Open Redirect'),
CVE-2018-19789,10/05/2019 16:29,18/12/2018 22:29,5,434, Unrestricted Upload of File with Dangerous Type,
CVE-2017-12757,10/05/2019 15:53,9/05/2019 18:29,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2017-12761,10/05/2019 15:43,9/05/2019 18:29,5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2016-3110,10/05/2019 15:34,26/09/2016 14:59,5,20, Improper Input Validation,
CVE-2017-12904,10/05/2019 15:30,23/08/2017 14:29,9.3,943, Improper Neutralization of Special Elements in Data Query Logic,
CVE-2017-9506,10/05/2019 15:22,23/08/2017 19:29,4.3,918, Server-Side Request Forgery (SSRF),
CVE-2017-17108,10/05/2019 15:17,3/02/2018 15:29,7.5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2019-9847,10/05/2019 15:11,9/05/2019 14:29,6.8,20, Improper Input Validation,
CVE-2017-1000115,10/05/2019 14:58,5/10/2017 1:29,5,59, Improper Link Resolution Before File Access ('Link Following'),
CVE-2019-11323,10/05/2019 14:52,9/05/2019 14:29,4.3,310, Cryptographic Issues,
CVE-2019-11839,10/05/2019 14:49,9/05/2019 14:29,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2018-1608,10/05/2019 14:29,1/05/2019 16:29,5,326, Inadequate Encryption Strength,
CVE-2017-12839,10/05/2019 14:14,9/05/2019 17:29,6.8,125, Out-of-bounds Read,
CVE-2017-2304,10/05/2019 14:11,30/05/2017 14:29,5,200, Information Exposure,
CVE-2016-1600,10/05/2019 14:04,9/05/2019 21:29,5,200, Information Exposure,
CVE-2019-7443,10/05/2019 14:00,7/05/2019 19:29,9.3,20, Improper Input Validation,
CVE-2019-11842,10/05/2019 13:57,9/05/2019 18:29,5,338, Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG),
CVE-2017-3005,10/05/2019 13:55,12/04/2017 14:59,7.2,428, Unquoted Search Path or Element,
CVE-2017-3004,10/05/2019 13:55,12/04/2017 14:59,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2014-2568,10/05/2019 13:53,24/03/2014 16:40,2.9,416, Use After Free,
CVE-2019-5014,10/05/2019 13:39,8/05/2019 17:29,3.3,284, Improper Access Control,
CVE-2019-11870,10/05/2019 13:23,9/05/2019 23:29,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-11353,10/05/2019 13:22,9/05/2019 14:29,10,77, Improper Neutralization of Special Elements used in a Command ('Command Injection'),
CVE-2018-20837,10/05/2019 13:19,9/05/2019 22:29,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-0226,10/05/2019 12:26,9/05/2019 14:29,5.5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2019-1568,10/05/2019 12:08,9/05/2019 18:29,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-10869,10/05/2019 9:29,7/05/2019 18:29,6.8,434, Unrestricted Upload of File with Dangerous Type,
CVE-2019-8285,10/05/2019 8:29,8/05/2019 18:29,9,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-5518,10/05/2019 7:29,1/04/2019 21:30,7.2,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-5666,9/05/2019 21:29,27/02/2019 23:29,7.2,129, Improper Validation of Array Index,
CVE-2019-11636,9/05/2019 21:29,1/05/2019 17:29,5,254, 7PK - Security Features,
CVE-2018-18557,9/05/2019 21:29,22/10/2018 16:29,6.8,787, Out-of-bounds Write,
CVE-2018-14642,9/05/2019 21:29,18/09/2018 13:29,5,200, Information Exposure,
CVE-2019-11444,9/05/2019 20:29,22/04/2019 11:29,9,78, Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),
CVE-2019-8375,9/05/2019 20:26,24/02/2019 13:29,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2015-5740,9/05/2019 20:13,18/10/2017 20:29,7.5,444, Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),
CVE-2017-12758,9/05/2019 19:45,9/05/2019 18:29,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2019-9698,9/05/2019 19:41,8/05/2019 19:29,3.6,264, Permissions Privileges and Access Controls,
CVE-2019-11836,9/05/2019 19:19,9/05/2019 13:29,2.1,200, Information Exposure,
CVE-2019-11819,9/05/2019 18:48,8/05/2019 16:29,6.8,74, Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),
CVE-2019-11561,9/05/2019 18:38,8/05/2019 16:29,4.3,284, Improper Access Control,
CVE-2019-2049,9/05/2019 18:36,8/05/2019 17:29,7.2,416, Use After Free,
CVE-2019-2050,9/05/2019 18:35,8/05/2019 17:29,7.2,416, Use After Free,
CVE-2019-2051,9/05/2019 18:29,8/05/2019 17:29,7.8,125, Out-of-bounds Read,
CVE-2019-11642,9/05/2019 18:25,8/05/2019 16:29,6.5,74, Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),
CVE-2019-11837,9/05/2019 18:24,9/05/2019 14:29,5,189, Numeric Errors,
CVE-2019-11838,9/05/2019 18:17,9/05/2019 14:29,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2017-12790,9/05/2019 18:08,9/05/2019 17:29,4.3,352, Cross-Site Request Forgery (CSRF),
CVE-2017-12788,9/05/2019 18:01,9/05/2019 15:29,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2017-12804,9/05/2019 17:54,9/05/2019 16:29,4.3,400, Uncontrolled Resource Consumption,
CVE-2019-8383,9/05/2019 17:29,17/02/2019 2:29,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-8379,9/05/2019 17:29,17/02/2019 2:29,6.8,476, NULL Pointer Dereference,
CVE-2018-20162,9/05/2019 17:29,21/03/2019 16:00,9,20, Improper Input Validation,
CVE-2019-3565,9/05/2019 16:29,6/05/2019 16:29,5,20, Improper Input Validation,
CVE-2019-3552,9/05/2019 16:29,6/05/2019 16:29,5,20, Improper Input Validation,
CVE-2018-20556,9/05/2019 16:29,21/03/2019 16:00,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2019-11458,9/05/2019 16:19,8/05/2019 18:29,6.4,20, Improper Input Validation,
CVE-2018-18976,9/05/2019 15:54,6/05/2019 20:29,5,310, Cryptographic Issues,
CVE-2018-18978,9/05/2019 15:43,6/05/2019 20:29,5.8,320, Key Management Errors,
CVE-2019-11550,9/05/2019 15:34,8/05/2019 17:29,4.3,295, Improper Certificate Validation,
CVE-2018-18979,9/05/2019 15:08,6/05/2019 20:29,5.8,310, Cryptographic Issues,
CVE-2019-11834,9/05/2019 13:09,9/05/2019 5:29,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-11835,9/05/2019 12:42,9/05/2019 5:29,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-2045,9/05/2019 12:39,8/05/2019 17:29,10,787, Out-of-bounds Write,
CVE-2019-11406,9/05/2019 12:25,8/05/2019 18:29,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2019-2044,9/05/2019 12:21,8/05/2019 17:29,9.3,787, Out-of-bounds Write,
CVE-2019-2046,9/05/2019 12:03,8/05/2019 17:29,10,190, Integer Overflow or Wraparound,
CVE-2019-2047,9/05/2019 12:02,8/05/2019 17:29,10,787, Out-of-bounds Write,
CVE-2019-2043,9/05/2019 11:49,8/05/2019 17:29,6.9,264, Permissions Privileges and Access Controls,
CVE-2019-4178,9/05/2019 11:29,15/04/2019 15:29,6.4,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2019-3558,9/05/2019 11:29,6/05/2019 16:29,5,20, Improper Input Validation,
CVE-2019-11244,9/05/2019 11:29,22/04/2019 15:29,1.9,264, Permissions Privileges and Access Controls,
CVE-2019-11243,9/05/2019 11:29,22/04/2019 15:29,4.3,255, Credentials Management,
CVE-2019-5429,9/05/2019 5:29,29/04/2019 15:29,6.8,426, Untrusted Search Path,
CVE-2019-11455,8/05/2019 22:29,22/04/2019 16:29,5.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-11454,8/05/2019 22:29,22/04/2019 16:29,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2017-1000504,8/05/2019 22:24,24/01/2018 23:29,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2017-1000401,8/05/2019 22:24,26/01/2018 2:29,1.2,20, Improper Input Validation,
CVE-2017-1000399,8/05/2019 22:24,26/01/2018 2:29,4,200, Information Exposure,
CVE-2017-1000398,8/05/2019 22:24,26/01/2018 2:29,4,200, Information Exposure,
CVE-2017-1000396,8/05/2019 22:24,26/01/2018 2:29,4.3,295, Improper Certificate Validation,
CVE-2017-1000395,8/05/2019 22:24,26/01/2018 2:29,4,200, Information Exposure,
CVE-2017-1000394,8/05/2019 22:24,26/01/2018 2:29,5,20, Improper Input Validation,
CVE-2017-1000393,8/05/2019 22:24,26/01/2018 2:29,9,78, Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),
CVE-2017-1000392,8/05/2019 22:24,26/01/2018 2:29,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2017-1000391,8/05/2019 22:24,26/01/2018 2:29,4.9,20, Improper Input Validation,
CVE-2018-1999046,8/05/2019 22:23,23/08/2018 18:29,4,200, Information Exposure,
CVE-2018-1999045,8/05/2019 22:23,23/08/2018 18:29,5.5,287, Improper Authentication,
CVE-2018-1000997,8/05/2019 22:23,23/01/2019 22:29,4,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2018-1000862,8/05/2019 22:23,10/12/2018 14:29,4,200, Information Exposure,
CVE-2018-1000861,8/05/2019 22:23,10/12/2018 14:29,10,502, Deserialization of Untrusted Data,
CVE-2018-1000410,8/05/2019 22:23,9/01/2019 23:29,2.1,200, Information Exposure,
CVE-2018-1000409,8/05/2019 22:23,9/01/2019 23:29,5.8,384, Session Fixation,
CVE-2018-1000407,8/05/2019 22:23,9/01/2019 23:29,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2018-1000406,8/05/2019 22:23,9/01/2019 23:29,4,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2018-1000170,8/05/2019 22:23,16/04/2018 9:58,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2018-1999042,8/05/2019 22:22,23/08/2018 18:29,5,502, Deserialization of Untrusted Data,
CVE-2019-0838,8/05/2019 22:11,9/04/2019 21:29,2.1,200, Information Exposure,
CVE-2019-0836,8/05/2019 22:11,9/04/2019 21:29,4.6,264, Permissions Privileges and Access Controls,
CVE-2019-0805,8/05/2019 22:11,9/04/2019 21:29,4.6,264, Permissions Privileges and Access Controls,
CVE-2019-0796,8/05/2019 22:11,9/04/2019 21:29,2.1,264, Permissions Privileges and Access Controls,
CVE-2019-0731,8/05/2019 22:11,9/04/2019 21:29,4.6,264, Permissions Privileges and Access Controls,
CVE-2019-0730,8/05/2019 22:11,9/04/2019 21:29,4.6,264, Permissions Privileges and Access Controls,
CVE-2018-8653,8/05/2019 22:11,20/12/2018 13:29,7.6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2018-8643,8/05/2019 22:11,12/12/2018 0:29,7.6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2018-8631,8/05/2019 22:11,12/12/2018 0:29,7.6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2018-8625,8/05/2019 22:11,12/12/2018 0:29,7.6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2018-8619,8/05/2019 22:11,12/12/2018 0:29,7.6,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2018-8596,8/05/2019 22:11,12/12/2018 0:29,4.3,200, Information Exposure,
CVE-2018-8595,8/05/2019 22:11,12/12/2018 0:29,4.3,200, Information Exposure,
CVE-2018-8540,8/05/2019 22:11,12/12/2018 0:29,10,20, Improper Input Validation,
CVE-2018-8517,8/05/2019 22:11,12/12/2018 0:29,5,20, Improper Input Validation,
CVE-2018-16098,8/05/2019 22:11,24/01/2019 22:29,7.2,428, Unquoted Search Path or Element,
CVE-2019-0879,8/05/2019 22:03,9/04/2019 21:29,7.2,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-0877,8/05/2019 22:03,9/04/2019 21:29,7.2,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-0845,8/05/2019 22:03,9/04/2019 21:29,9.3,20, Improper Input Validation,
CVE-2019-0839,8/05/2019 22:03,9/04/2019 21:29,2.1,200, Information Exposure,
CVE-2019-0797,8/05/2019 22:03,9/04/2019 3:29,7.2,264, Permissions Privileges and Access Controls,
CVE-2019-0754,8/05/2019 22:03,9/04/2019 0:29,4.9,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-0746,8/05/2019 22:03,9/04/2019 0:29,4.3,200, Information Exposure,
CVE-2019-0703,8/05/2019 22:03,9/04/2019 0:29,4,200, Information Exposure,
CVE-2019-0702,8/05/2019 22:03,9/04/2019 0:29,2.1,200, Information Exposure,
CVE-2019-0690,8/05/2019 22:03,9/04/2019 0:29,5.5,20, Improper Input Validation,
CVE-2019-0603,8/05/2019 22:03,8/04/2019 23:29,8.5,264, Permissions Privileges and Access Controls,
CVE-2019-0599,8/05/2019 22:03,5/03/2019 23:29,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2019-0598,8/05/2019 22:03,5/03/2019 23:29,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
